order_id,restaurant_id,restaurant_name,subzone,city,customer_id,order_status,items,item_count,distance_km,delivery_type,bill_subtotal,total_amount,discount_type,rating,order_ready_marked,customer_complaint,kpt_duration_minutes,rider_wait_minutes,order_created_at,order_accepted_at,order_rejected_at,food_prep_started_at,food_prepared_at,delivery_assigned_at,delivery_reached_restaurant_at,order_pickup_at,delivery_reached_customer_at,order_delivered_at,total_delivery_minutes,prep_time_minutes,de_wait_at_restaurant_minutes,last_mile_minutes
6164758457,20320607,Swaad,Sector 4,Delhi NCR,24d7ca74eb1efe217e88062d2519403ba11d62f5953186d71cfd3a02233275ab,Delivered,1 x Bone in Jamaican Grilled Chicken,1,6.0,Zomato Delivery,370.0,283.5,50% off upto Rs.100,,Correctly,,11.67,5.5,2024-09-08 22:03:00,2024-09-08 22:06:05.358617,,2024-09-08 22:07:26.935026,2024-09-08 22:19:07.135026,2024-09-08 22:14:38.128205,2024-09-08 22:16:28.343913,2024-09-08 22:21:58.343913,2024-09-08 22:34:16.337040,2024-09-08 22:36:02.843937,33.04739895,11.67,5.5,14.0750004
6159645418,20320607,Swaad,Sector 4,Delhi NCR,e1248ba01f5b3ffbab3adde359bfc48adb924a123dd15daed0063f1c695e5c01,Delivered,1 x Bone in Jamaican Grilled Chicken,1,2.0,Zomato Delivery,645.0,593.25,40% off upto Rs.80,,Correctly,,14.27,5.9,2024-09-08 21:49:00,2024-09-08 21:52:09.698294,,2024-09-08 21:53:15.864216,2024-09-08 22:07:32.064216,2024-09-08 22:00:59.803024,2024-09-08 22:06:40.146300,2024-09-08 22:12:34.146300,2024-09-08 22:16:35.438443,2024-09-08 22:18:04.693915,29.078231916666667,14.270000000000001,5.9,5.509126916666667
6163201423,20320607,Swaad,Sector 4,Delhi NCR,db8331544bffcb3d70e0a6eacf709657d5bc03f4eec32d293feb61c9fcad86b9,Delivered,1 x Bone in Smoky Bbq Grilled Chicken,1,3.0,Zomato Delivery,310.0,220.5,50% off upto Rs.100,2.0,Correctly,,17.23,8.8,2024-09-08 19:48:00,2024-09-08 19:50:04.091909,,2024-09-08 19:51:05.701093,2024-09-08 20:08:19.501093,2024-09-08 19:59:51.798496,2024-09-08 20:02:41.974017,2024-09-08 20:11:29.974017,2024-09-08 20:19:08.804349,2024-09-08 20:20:39.832832,32.663880533333334,17.23,8.8,9.164313583333334
6161956272,20320607,Swaad,Sector 4,Delhi NCR,8cc49e1c87db248d9bf994de02c7da0229cd3b46bb99002b299345a60d562a7a,Delivered,1 x Fried Chicken Peri Peri Tender,1,4.0,Zomato Delivery,460.0,399.0,40% off upto Rs.80,,Correctly,,16.83,12.1,2024-09-08 19:48:00,2024-09-08 19:51:13.361965,,2024-09-08 19:51:56.789772,2024-09-08 20:08:46.589772,2024-09-08 20:02:46.731408,2024-09-08 20:11:18.520744,2024-09-08 20:23:24.520744,2024-09-08 20:33:45.248658,2024-09-08 20:34:34.595212,46.576586866666666,16.83,12.1,11.1679078
6153489136,20320607,Swaad,Sector 4,Delhi NCR,a4fb8d5447830dfa482d20ce3a20bce637c3a956fba93cee95726869ddb39231,Delivered,"2 x Tipsy Tiger Ginger Ale, 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken",3,4.0,Zomato Delivery,858.1,901.01,,,Correctly,,20.3,8.6,2024-09-08 19:21:00,2024-09-08 19:24:17.345577,,2024-09-08 19:25:57.773856,2024-09-08 19:46:15.773856,2024-09-08 19:40:36.793877,2024-09-08 19:47:10.447703,2024-09-08 19:55:46.447703,2024-09-08 20:03:23.339427,2024-09-08 20:04:58.060496,43.967674933333335,20.3,8.6,9.19354655
6163049565,20320607,Swaad,Sector 4,Delhi NCR,7ecba12675df48b9b8c245c81a354abc2c6a4a8dd4d28be92f2b955fae0c8150,Delivered,1 x Bone in Angara Grilled Chicken,1,3.0,Zomato Delivery,695.0,645.75,40% off upto Rs.80,,Correctly,,18.05,11.1,2024-09-08 18:33:00,2024-09-08 18:35:55.339228,,2024-09-08 18:37:44.740541,2024-09-08 18:55:47.740541,2024-09-08 18:48:46.779758,2024-09-08 18:51:10.953777,2024-09-08 19:02:16.953777,2024-09-08 19:08:11.184495,2024-09-08 19:10:24.472165,37.40786941666667,18.05,11.1,8.125306466666666
6155177885,20320607,Swaad,Sector 4,Delhi NCR,e0501d56d905f021333ed64371ab8635f8be47ea516aaf8f2424da63793a6bc6,Delivered,1 x Fried Chicken Peri Peri Tender,1,5.0,Zomato Delivery,460.0,399.0,40% off upto Rs.80,,Correctly,,14.97,5.6,2024-09-08 15:23:00,2024-09-08 15:23:31.251383,,2024-09-08 15:24:41.347608,2024-09-08 15:39:39.547608,2024-09-08 15:34:21.669105,2024-09-08 15:38:09.799624,2024-09-08 15:43:45.799624,2024-09-08 15:53:04.594917,2024-09-08 15:54:13.379269,31.222987816666667,14.97,5.6,10.459660750000001
6156719166,20320607,Swaad,Sector 4,Delhi NCR,f9e9f7e806c4b5601873c0b9ff2eac2a45b4ab29d61572bd0c8eb8d3ec0487ce,Delivered,1 x Angara Aloo Tuk Tuki,1,3.0,Zomato Delivery,218.0,144.9,40% off upto Rs.80,,Correctly,,20.75,10.9,2024-09-08 02:55:00,2024-09-08 02:57:03.382312,,2024-09-08 02:58:33.090246,2024-09-08 03:19:18.090246,2024-09-08 03:11:34.041845,2024-09-08 03:18:11.630845,2024-09-08 03:29:05.630845,2024-09-08 03:36:00.026817,2024-09-08 03:37:06.132214,42.10220356666667,20.75,10.9,8.008356150000001
6158533370,20320607,Swaad,Sector 4,Delhi NCR,75386768d73d08a035ee5cbb91c59ed2f971d6f770eaf083420f7b3b8ed49ee9,Delivered,1 x Grilled Chicken Peri Peri Tangdi,1,4.0,Zomato Delivery,405.0,320.25,50% off upto Rs.100,,Incorrectly,,10.8,3.2,2024-09-08 02:23:00,2024-09-08 02:24:21.271289,,2024-09-08 02:24:43.033758,2024-09-08 02:35:31.033758,2024-09-08 02:32:25.282949,2024-09-08 02:39:35.035158,2024-09-08 02:42:47.035158,2024-09-08 02:50:20.806148,2024-09-08 02:51:19.553575,28.325892916666664,10.8,3.2,8.541973616666667
6152228975,20320607,Swaad,Sector 4,Delhi NCR,65235b6b25a0daf7bb923d0ca8c76a58581c05ca5483bdeee3f88df77d6ffd36,Delivered,1 x Grilled Chicken Smoky BBQ Tender,1,6.0,Zomato Delivery,435.0,351.75,50% off upto Rs.100,,Correctly,,9.42,1.4,2024-09-08 01:57:00,2024-09-08 01:57:56.081077,,2024-09-08 01:59:04.005259,2024-09-08 02:08:29.205259,2024-09-08 02:07:01.586632,2024-09-08 02:09:42.721111,2024-09-08 02:11:06.721111,2024-09-08 02:27:07.600931,2024-09-08 02:29:04.986893,32.08311488333333,9.42,1.4,17.971096366666664
6157229636,20320607,Swaad,Sector 4,Delhi NCR,bf3dbdf507a5e0b61ee60d981dc53f57fca7cb06d05f78794472587fc7f9093f,Delivered,1 x Grilled Chicken Smoky BBQ Tangdi,1,2.0,Zomato Delivery,635.0,561.75,50% off upto Rs.100,,Correctly,,12.38,1.6,2024-09-07 21:24:00,2024-09-07 21:25:36.200964,,2024-09-07 21:26:58.696159,2024-09-07 21:39:21.496159,2024-09-07 21:35:54.801213,2024-09-07 21:43:10.503988,2024-09-07 21:44:46.503988,2024-09-07 21:49:51.243127,2024-09-07 21:50:43.625348,26.727089133333333,12.379999999999999,1.6,5.952022666666666
6160420881,20320607,Swaad,Sector 4,Delhi NCR,31e6e136219f784a75bb09e36e5ed588c332aa7ce3aef6d74c16f3e7560768de,Delivered,1 x Bone in Jamaican Grilled Chicken,1,2.0,Zomato Delivery,310.0,241.5,40% off upto Rs.80,,Missed,,,3.2,2024-09-07 20:35:00,2024-09-07 20:37:31.961585,,2024-09-07 20:37:51.653544,2024-09-07 20:55:27.528035,2024-09-07 20:49:48.837889,2024-09-07 20:52:25.992836,2024-09-07 20:55:37.992836,2024-09-07 20:59:48.558865,2024-09-07 21:01:04.967107,26.082785116666667,17.597908183333335,3.2,5.449571183333333
6158429833,20320607,Swaad,Sector 4,Delhi NCR,49e49a6a003c4e24baf07ad57097ef267b67bd47b86120650a6376eb18299bbb,Delivered,"1 x Animal Fries, 1 x Salted Fries",2,5.0,Zomato Delivery,524.0,466.2,40% off upto Rs.80,4.0,Correctly,,16.88,13.3,2024-09-07 18:09:00,2024-09-07 18:12:18.611398,,2024-09-07 18:12:50.638534,2024-09-07 18:29:43.438534,2024-09-07 18:23:17.939734,2024-09-07 18:24:51.165722,2024-09-07 18:38:09.165722,2024-09-07 18:51:20.040974,2024-09-07 18:53:09.239060,44.153984333333334,16.88,13.3,15.0012223
6156152215,20320607,Swaad,Sector 4,Delhi NCR,80650c4426a3fc8d969e8b43126bc197f68b301ca14e037644fc2c5218707d6b,Delivered,"1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Angara Tender",2,2.0,Zomato Delivery,910.0,771.75,Flat Rs.175 off,,Correctly,,19.82,0.7,2024-09-07 16:00:00,2024-09-07 16:02:57.099996,,2024-09-07 16:04:11.730479,2024-09-07 16:24:00.930479,2024-09-07 16:17:46.781643,2024-09-07 16:21:53.141465,2024-09-07 16:25:23.530014,2024-09-07 16:29:11.192461,2024-09-07 16:30:57.164636,30.952743933333334,19.82,3.5064758166666667,5.560577033333333
6159249185,20320607,Swaad,Sector 4,Delhi NCR,b85edd5052b39954b086319952ca2d76184ce8d424fe20fa549b9ade2b4e173f,Delivered,1 x Bone in Kabuli Grilled Chicken,1,4.0,Zomato Delivery,310.0,241.5,40% off upto Rs.80,,Correctly,,19.2,15.4,2024-09-07 12:43:00,2024-09-07 12:44:31.025362,,2024-09-07 12:45:24.644739,2024-09-07 13:04:36.644739,2024-09-07 12:59:53.350069,2024-09-07 13:06:19.117871,2024-09-07 13:21:43.117871,2024-09-07 13:30:16.303229,2024-09-07 13:30:56.400025,47.94000041666666,19.2,15.4,9.221369233333332
6159181202,20320607,Swaad,Sector 4,Delhi NCR,6f68ba8ce8a4c4b6b82a095980151c96ba4d59a02ac267ba67f7d19cec84d3c2,Delivered,1 x Bone in Peri Peri Grilled Chicken,1,4.0,Zomato Delivery,585.0,509.25,50% off upto Rs.100,,Correctly,,10.63,1.7,2024-09-07 02:00:00,2024-09-07 02:00:59.093169,,2024-09-07 02:02:48.745696,2024-09-07 02:13:26.545696,2024-09-07 02:10:23.018855,2024-09-07 02:11:59.651343,2024-09-07 02:13:41.651343,2024-09-07 02:26:08.932723,2024-09-07 02:26:58.229689,26.970494816666665,10.629999999999999,1.7,13.276305766666667
6158034744,20320607,Swaad,Sector 4,Delhi NCR,432e8f108fb6faf72c98a5d5299f6a52d58e948f9d6b0c8aef39b3b4976d2dc4,Delivered,1 x Fried Chicken Peri Peri Tender,1,1.0,Zomato Delivery,325.0,257.25,Flat Rs.80 off,,Incorrectly,,7.77,5.4,2024-09-07 00:58:00,2024-09-07 01:00:08.772082,,2024-09-07 01:01:37.345392,2024-09-07 01:09:23.545392,2024-09-07 01:07:16.825911,2024-09-07 01:09:46.920313,2024-09-07 01:15:10.920313,2024-09-07 01:17:42.879858,2024-09-07 01:19:42.458827,21.707647116666667,7.77,5.4,4.5256419
6144978141,20320607,Swaad,Sector 4,Delhi NCR,693e71ee644f2badf452477f2be8483e5211592ae22cd49bf81a164b125af2b0,Delivered,1 x Fried Chicken Peri Peri Tender,1,4.0,Zomato Delivery,325.0,257.25,Flat Rs.80 off,,Correctly,,13.05,1.8,2024-09-06 23:25:00,2024-09-06 23:27:26.933922,,2024-09-06 23:29:11.554710,2024-09-06 23:42:14.554710,2024-09-06 23:38:43.273523,2024-09-06 23:46:18.450909,2024-09-06 23:48:06.450909,2024-09-06 23:58:36.377882,2024-09-06 23:59:35.656639,34.59427731666666,13.05,1.8,11.486762166666667
6155011355,20320607,Swaad,Sector 4,Delhi NCR,f948793b932876cb63b8bc6b3cbe85d5d442c5e2fc1c9da348c903fead35b81a,Delivered,"1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken",2,8.0,Zomato Delivery,895.0,834.75,50% off upto Rs.100,,Correctly,,13.0,0.4,2024-09-06 21:50:00,2024-09-06 21:53:25.141900,,2024-09-06 21:54:23.237868,2024-09-06 22:07:23.237868,2024-09-06 22:04:56.766578,2024-09-06 22:09:58.635102,2024-09-06 22:10:22.635102,2024-09-06 22:28:02.968296,2024-09-06 22:29:32.070419,39.53450698333334,13.0,0.4,19.15725528333333
6157562143,20320607,Swaad,Sector 4,Delhi NCR,a84ab19e1691226e429b3f4495db99b2937f431d216e1899dcde06722eb4daee,Delivered,"1 x Jamaican Sauce, 2 x Grilled Chicken Jamaican Tender",2,3.0,Zomato Delivery,680.0,630.0,Flat Rs.80 off,,Correctly,,15.98,2.4,2024-09-06 21:23:00,2024-09-06 21:24:05.143738,,2024-09-06 21:25:36.833854,2024-09-06 21:41:35.633854,2024-09-06 21:35:10.455443,2024-09-06 21:36:21.572518,2024-09-06 21:42:06.385823,2024-09-06 21:47:42.015438,2024-09-06 21:50:06.486867,27.108114450000002,15.979999999999999,5.746888416666667,8.001684066666666
6155576594,20320607,Swaad,Sector 4,Delhi NCR,e27eadf180f5389911e6c5b369ac1ae5ac05259d54bc65721819869ee14e18c7,Delivered,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x AAC Signature Fries, 1 x Bone in Peri Peri Grilled Chicken",3,3.0,Zomato Delivery,1084.0,1054.2,Flat Rs.80 off,,Correctly,,10.67,0.9,2024-09-06 20:59:00,2024-09-06 21:02:14.675590,,2024-09-06 21:03:10.431777,2024-09-06 21:13:50.631777,2024-09-06 21:08:33.995141,2024-09-06 21:17:19.013567,2024-09-06 21:18:13.013567,2024-09-06 21:23:45.342163,2024-09-06 21:25:57.703298,26.961721633333333,10.67,0.9,7.74482885
6149438913,20320607,Swaad,Sector 4,Delhi NCR,096a9f7a0c5cf71b57729f2de20cf0080b608dffe8e9c77bf9fa4a3055568590,Delivered,"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tenders + Salted Fries",3,1.0,Zomato Delivery,1290.0,1170.75,Flat Rs.175 off,,Correctly,,22.43,1.2,2024-09-06 20:36:00,2024-09-06 20:37:23.000801,,2024-09-06 20:38:20.280769,2024-09-06 21:00:46.080769,2024-09-06 20:56:14.091675,2024-09-06 21:00:49.292530,2024-09-06 21:02:01.292530,2024-09-06 21:03:53.375944,2024-09-06 21:05:46.899520,29.781658666666665,22.43,1.2,3.7601165
6157743878,20320607,Swaad,Sector 4,Delhi NCR,ced9e9119fce4573dfcda41998964378f3a2a079d70e503a603cb001658b75ce,Delivered,1 x Bone in Jamaican Grilled Chicken,1,3.0,Zomato Delivery,695.0,645.75,40% off upto Rs.80,5.0,Incorrectly,,7.87,4.7,2024-09-06 20:36:00,2024-09-06 20:38:12.611011,,2024-09-06 20:38:40.523013,2024-09-06 20:46:32.723013,2024-09-06 20:44:18.265257,2024-09-06 20:55:53.861094,2024-09-06 21:00:35.861094,2024-09-06 21:06:20.823621,2024-09-06 21:08:19.715855,32.328597583333334,7.87,4.7,7.730912683333333
6158241703,20320607,Swaad,Sector 4,Delhi NCR,61e7481fdb65a6580cd5520d12517ba4dd78ef3c7d4df2b6ff475d48075ea42c,Delivered,1 x Bone in Jamaican Grilled Chicken,1,2.0,Zomato Delivery,310.0,220.5,50% off upto Rs.100,,Incorrectly,,8.83,14.3,2024-09-06 20:08:00,2024-09-06 20:10:35.462833,,2024-09-06 20:12:05.116210,2024-09-06 20:20:54.916210,2024-09-06 20:17:36.676654,2024-09-06 20:20:25.528677,2024-09-06 20:34:43.528677,2024-09-06 20:38:34.552641,2024-09-06 20:40:54.141507,32.90235845,8.83,14.3,6.176880499999999
6156620875,20320607,Swaad,Sector 4,Delhi NCR,693e71ee644f2badf452477f2be8483e5211592ae22cd49bf81a164b125af2b0,Delivered,1 x Fried Chicken Peri Peri Tender,1,4.0,Zomato Delivery,325.0,257.25,40% off upto Rs.80,,Incorrectly,,3.35,5.4,2024-09-06 15:09:00,2024-09-06 15:11:02.041632,,2024-09-06 15:12:11.196294,2024-09-06 15:15:32.196294,2024-09-06 15:14:47.856360,2024-09-06 15:20:13.934828,2024-09-06 15:25:37.934828,2024-09-06 15:33:15.337988,2024-09-06 15:34:25.897407,25.43162345,3.35,5.4,8.799376316666667
6154403375,20320607,Swaad,Sector 4,Delhi NCR,5393bd13d96ca939871e15d6f950f8d5ce66ed2d9688b96e0c4f7d1ec2a5b41f,Delivered,1 x Bone in Kabuli Grilled Chicken,1,6.0,Zomato Delivery,310.0,241.5,40% off upto Rs.80,5.0,Incorrectly,,16.42,8.5,2024-09-06 14:49:00,2024-09-06 14:50:37.604931,,2024-09-06 14:51:05.191089,2024-09-06 15:07:30.391089,2024-09-06 15:02:37.193647,2024-09-06 15:04:02.591955,2024-09-06 15:12:32.591955,2024-09-06 15:28:05.465273,2024-09-06 15:29:46.365264,40.772754400000004,16.42,8.5,17.22955515
6154147762,20320607,Swaad,Sector 4,Delhi NCR,81836124bc23518067df460ac476f26b1f0e3cda956fc9aee91f52c6f92a9114,Delivered,1 x Animal Fries,1,1.0,Zomato Delivery,355.0,267.75,50% off upto Rs.100,,Correctly,,17.73,11.5,2024-09-06 11:39:00,2024-09-06 11:39:35.490045,,2024-09-06 11:39:57.299560,2024-09-06 11:57:41.099560,2024-09-06 11:53:55.478427,2024-09-06 11:59:07.913691,2024-09-06 12:10:37.913691,2024-09-06 12:12:38.614111,2024-09-06 12:13:34.512634,34.57521056666667,17.73,11.5,2.9433157166666666
6150715172,20320607,Swaad,Sector 4,Delhi NCR,f9e9f7e806c4b5601873c0b9ff2eac2a45b4ab29d61572bd0c8eb8d3ec0487ce,Delivered,1 x AAC Signature Krispers,1,3.0,Zomato Delivery,199.0,104.48,50% off upto Rs.100,,Correctly,,10.95,0.8,2024-09-06 03:24:00,2024-09-06 03:26:22.120286,,2024-09-06 03:26:48.825727,2024-09-06 03:37:45.825727,2024-09-06 03:32:29.209939,2024-09-06 03:37:35.543499,2024-09-06 03:38:23.543499,2024-09-06 03:44:33.152591,2024-09-06 03:47:00.254841,23.00424735,10.95,0.8,8.6118557
6150789630,20320607,Swaad,Sector 4,Delhi NCR,096a9f7a0c5cf71b57729f2de20cf0080b608dffe8e9c77bf9fa4a3055568590,Delivered,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries",2,1.0,Zomato Delivery,775.0,630.0,Flat Rs.175 off,,Correctly,,16.92,2.5,2024-09-06 02:03:00,2024-09-06 02:05:02.934063,,2024-09-06 02:05:53.875623,2024-09-06 02:22:49.075623,2024-09-06 02:19:04.021182,2024-09-06 02:22:25.263939,2024-09-06 02:24:55.263939,2024-09-06 02:27:59.408666,2024-09-06 02:30:24.926476,27.41544126666667,16.92,2.5,5.494375616666667
6151158050,20320607,Swaad,Sector 4,Delhi NCR,6292149fd8cc18ad66b1804144ff15fa31e5f1ee90f87f0dee8dbaf97b345b94,Delivered,"1 x Angara Aloo Tuk Tuki, 1 x AAC Signature Fries",2,7.0,Zomato Delivery,347.0,259.35,50% off upto Rs.100,,Correctly,,25.52,11.8,2024-09-06 01:54:00,2024-09-06 01:57:00.476422,,2024-09-06 01:58:29.465791,2024-09-06 02:24:00.665791,2024-09-06 02:14:54.231853,2024-09-06 02:18:05.600700,2024-09-06 02:29:53.600700,2024-09-06 02:45:34.625061,2024-09-06 02:47:30.376572,53.5062762,25.52,11.8,17.6129312
6155965734,20320607,Swaad,Sector 4,Delhi NCR,ebd60c19b0f492b7377b19d314ab1ecd690e365ce5744030851d2932feb4ade7,Delivered,1 x Animal Fries,1,4.0,Zomato Delivery,355.0,267.75,50% off upto Rs.100,,Correctly,,13.3,1.0,2024-09-06 01:10:00,2024-09-06 01:12:28.835528,,2024-09-06 01:13:15.388785,2024-09-06 01:26:33.388785,2024-09-06 01:24:21.082658,2024-09-06 01:30:57.728352,2024-09-06 01:31:57.728352,2024-09-06 01:41:33.947756,2024-09-06 01:42:33.675475,32.56125791666667,13.3,1.0,10.599118716666668
6155526018,20320607,Swaad,Sector 4,Delhi NCR,9ae38c952fdef0c4c067098312f0be853006239e7f7a7304008d0b7ae47b0917,Delivered,1 x Grilled Chicken Jamaican Tender,1,7.0,Zomato Delivery,310.0,220.5,50% off upto Rs.100,,Correctly,,7.87,1.2,2024-09-06 00:48:00,2024-09-06 00:49:34.075082,,2024-09-06 00:51:09.375385,2024-09-06 00:59:01.575385,2024-09-06 00:55:07.854197,2024-09-06 00:58:01.133729,2024-09-06 00:59:13.133729,2024-09-06 01:12:45.896529,2024-09-06 01:14:40.335472,26.672257866666666,7.87,1.2,15.453362383333333
